root 3rd 5th 7th 9th 11th 13th name dissonance
6 2 1 1 0 0 0 "F#m b5 7" 3
6 2 1 1 0 0 1 "F#m b5 7 b13" 5
6 2 1 1 0 0 2 "F#m b5 7 13" 7
6 2 1 1 0 1 0 "F#m b5 7 11" 6
6 2 1 1 0 1 1 "F#m b5 7 11 b13" 8
6 2 1 1 0 1 2 "F#m b5 7 11 13" 10
6 2 1 1 1 0 0 "F#m b5 7 b9" 6
6 2 1 1 1 0 1 "F#m b5 7 b9 b13" 8
6 2 1 1 1 0 2 "F#m b5 7 b9 13" 10
6 2 1 1 1 1 0 "F#m b5 7 b9 11" 9
6 2 1 1 1 1 1 "F#m b5 7 b9 11 b13" 11
6 2 1 1 1 1 2 "F#m b5 7 b9 11 13" 13
6 2 1 1 2 0 0 "F#m b5 7 9" 6
6 2 1 1 2 0 1 "F#m b5 7 9 b13" 10
6 2 1 1 2 0 2 "F#m b5 7 9 13" 10
6 2 1 1 2 1 0 "F#m b5 7 9 11" 9
6 2 1 1 2 1 1 "F#m b5 7 9 11 b13" 13
6 2 1 1 2 1 2 "F#m b5 7 9 11 13" 13
6 2 1 2 0 0 0 "F#m b5 maj7" 4
6 2 1 2 0 0 1 "F#m b5 maj7 b13" 5
6 2 1 2 0 0 2 "F#m b5 maj7 13" 7
6 2 1 2 0 1 0 "F#m b5 maj7 11" 9
6 2 1 2 0 1 1 "F#m b5 maj7 11 b13" 10
6 2 1 2 0 1 2 "F#m b5 maj7 11 13" 12
6 2 1 2 1 0 0 "F#m b5 maj7 b9" 8
6 2 1 2 1 0 1 "F#m b5 maj7 b9 b13" 9
6 2 1 2 1 0 2 "F#m b5 maj7 b9 13" 11
6 2 1 2 1 1 0 "F#m b5 maj7 b9 11" 13
6 2 1 2 1 1 1 "F#m b5 maj7 b9 11 b13" 14
6 2 1 2 1 1 2 "F#m b5 maj7 b9 11 13" 16
6 2 1 2 2 0 0 "F#m b5 maj7 9" 7
6 2 1 2 2 0 1 "F#m b5 maj7 9 b13" 10
6 2 1 2 2 0 2 "F#m b5 maj7 9 13" 10
6 2 1 2 2 1 0 "F#m b5 maj7 9 11" 12
6 2 1 2 2 1 1 "F#m b5 maj7 9 11 b13" 15
6 2 1 2 2 1 2 "F#m b5 maj7 9 11 13" 15
6 2 2 0 0 0 0 F#m 0
6 2 2 0 0 0 1 "F#m b13" 2
6 2 2 0 0 0 2 "F#m 13" 3
6 2 2 0 0 1 0 "F#m 11" 2
6 2 2 0 0 1 1 "F#m 11 b13" 4
6 2 2 0 0 1 2 "F#m 11 13" 5
6 2 2 0 0 2 0 "F#m #11" 4
6 2 2 0 0 2 1 "F#m #11 b13" 7
6 2 2 0 0 2 2 "F#m #11 13" 7
6 2 2 0 1 0 0 "F#m b9" 5
6 2 2 0 1 0 1 "F#m b9 b13" 7
6 2 2 0 1 0 2 "F#m b9 13" 8
6 2 2 0 1 1 0 "F#m b9 11" 7
6 2 2 0 1 1 1 "F#m b9 11 b13" 9
6 2 2 0 1 1 2 "F#m b9 11 13" 10
6 2 2 0 1 2 0 "F#m b9 #11" 9
6 2 2 0 1 2 1 "F#m b9 #11 b13" 12
6 2 2 0 1 2 2 "F#m b9 #11 13" 12
6 2 2 0 2 0 0 "F#m 9" 3
6 2 2 0 2 0 1 "F#m 9 b13" 7
6 2 2 0 2 0 2 "F#m 9 13" 6
6 2 2 0 2 1 0 "F#m 9 11" 5
6 2 2 0 2 1 1 "F#m 9 11 b13" 9
6 2 2 0 2 1 2 "F#m 9 11 13" 8
6 2 2 0 2 2 0 "F#m 9 #11" 7
6 2 2 0 2 2 1 "F#m 9 #11 b13" 12
6 2 2 0 2 2 2 "F#m 9 #11 13" 10
6 2 2 1 0 0 0 "F#m 7" 1
6 2 2 1 0 0 1 "F#m 7 b13" 4
6 2 2 1 0 0 2 "F#m 7 13" 6
6 2 2 1 0 1 0 "F#m 7 11" 3
6 2 2 1 0 1 1 "F#m 7 11 b13" 6
6 2 2 1 0 1 2 "F#m 7 11 13" 8
6 2 2 1 0 2 0 "F#m 7 #11" 5
6 2 2 1 0 2 1 "F#m 7 #11 b13" 9
6 2 2 1 0 2 2 "F#m 7 #11 13" 10
6 2 2 1 1 0 0 "F#m 7 b9" 6
6 2 2 1 1 0 1 "F#m 7 b9 b13" 9
6 2 2 1 1 0 2 "F#m 7 b9 13" 11
6 2 2 1 1 1 0 "F#m 7 b9 11" 8
6 2 2 1 1 1 1 "F#m 7 b9 11 b13" 11
6 2 2 1 1 1 2 "F#m 7 b9 11 13" 13
6 2 2 1 1 2 0 "F#m 7 b9 #11" 10
6 2 2 1 1 2 1 "F#m 7 b9 #11 b13" 14
6 2 2 1 1 2 2 "F#m 7 b9 #11 13" 15
6 2 2 1 2 0 0 "F#m 7 9" 4
6 2 2 1 2 0 1 "F#m 7 9 b13" 9
6 2 2 1 2 0 2 "F#m 7 9 13" 9
6 2 2 1 2 1 0 "F#m 7 9 11" 6
6 2 2 1 2 1 1 "F#m 7 9 11 b13" 11
6 2 2 1 2 1 2 "F#m 7 9 11 13" 11
6 2 2 1 2 2 0 "F#m 7 9 #11" 8
6 2 2 1 2 2 1 "F#m 7 9 #11 b13" 14
6 2 2 1 2 2 2 "F#m 7 9 #11 13" 13
6 2 2 2 0 0 0 "F#m maj7" 2
6 2 2 2 0 0 1 "F#m maj7 b13" 4
6 2 2 2 0 0 2 "F#m maj7 13" 6
6 2 2 2 0 1 0 "F#m maj7 11" 6
6 2 2 2 0 1 1 "F#m maj7 11 b13" 8
6 2 2 2 0 1 2 "F#m maj7 11 13" 10
6 2 2 2 0 2 0 "F#m maj7 #11" 6
6 2 2 2 0 2 1 "F#m maj7 #11 b13" 9
6 2 2 2 0 2 2 "F#m maj7 #11 13" 10
6 2 2 2 1 0 0 "F#m maj7 b9" 8
6 2 2 2 1 0 1 "F#m maj7 b9 b13" 10
6 2 2 2 1 0 2 "F#m maj7 b9 13" 12
6 2 2 2 1 1 0 "F#m maj7 b9 11" 12
6 2 2 2 1 1 1 "F#m maj7 b9 11 b13" 14
6 2 2 2 1 1 2 "F#m maj7 b9 11 13" 16
6 2 2 2 1 2 0 "F#m maj7 b9 #11" 12
6 2 2 2 1 2 1 "F#m maj7 b9 #11 b13" 15
6 2 2 2 1 2 2 "F#m maj7 b9 #11 13" 16
6 2 2 2 2 0 0 "F#m maj7 9" 5
6 2 2 2 2 0 1 "F#m maj7 9 b13" 9
6 2 2 2 2 0 2 "F#m maj7 9 13" 9
6 2 2 2 2 1 0 "F#m maj7 9 11" 9
6 2 2 2 2 1 1 "F#m maj7 9 11 b13" 13
6 2 2 2 2 1 2 "F#m maj7 9 11 13" 13
6 2 2 2 2 2 0 "F#m maj7 9 #11" 9
6 2 2 2 2 2 1 "F#m maj7 9 #11 b13" 14
6 2 2 2 2 2 2 "F#m maj7 9 #11 13" 13
6 2 3 0 0 0 0 "F#m #5" 0
6 2 3 0 0 0 2 "F#m #5 13" 4
6 2 3 0 0 1 0 "F#m #5 11" 1
6 2 3 0 0 1 2 "F#m #5 11 13" 5
6 2 3 0 1 0 0 "F#m #5 b9" 3
6 2 3 0 1 0 2 "F#m #5 b9 13" 7
6 2 3 0 1 1 0 "F#m #5 b9 11" 4
6 2 3 0 1 1 2 "F#m #5 b9 11 13" 8
6 2 3 0 2 0 0 "F#m #5 9" 5
6 2 3 0 2 0 2 "F#m #5 9 13" 9
6 2 3 0 2 1 0 "F#m #5 9 11" 6
6 2 3 0 2 1 2 "F#m #5 9 11 13" 10
6 2 3 1 0 0 0 "F#m #5 7" 2
6 2 3 1 0 0 2 "F#m #5 7 13" 8
6 2 3 1 0 1 0 "F#m #5 7 11" 3
6 2 3 1 0 1 2 "F#m #5 7 11 13" 9
6 2 3 1 1 0 0 "F#m #5 7 b9" 5
6 2 3 1 1 0 2 "F#m #5 7 b9 13" 11
6 2 3 1 1 1 0 "F#m #5 7 b9 11" 6
6 2 3 1 1 1 2 "F#m #5 7 b9 11 13" 12
6 2 3 1 2 0 0 "F#m #5 7 9" 7
6 2 3 1 2 0 2 "F#m #5 7 9 13" 13
6 2 3 1 2 1 0 "F#m #5 7 9 11" 8
6 2 3 1 2 1 2 "F#m #5 7 9 11 13" 14
6 2 3 2 0 0 0 "F#m #5 maj7" 2
6 2 3 2 0 0 2 "F#m #5 maj7 13" 7
6 2 3 2 0 1 0 "F#m #5 maj7 11" 5
6 2 3 2 0 1 2 "F#m #5 maj7 11 13" 10
6 2 3 2 1 0 0 "F#m #5 maj7 b9" 6
6 2 3 2 1 0 2 "F#m #5 maj7 b9 13" 11
6 2 3 2 1 1 0 "F#m #5 maj7 b9 11" 9
6 2 3 2 1 1 2 "F#m #5 maj7 b9 11 13" 14
6 2 3 2 2 0 0 "F#m #5 maj7 9" 7
6 2 3 2 2 0 2 "F#m #5 maj7 9 13" 12
6 2 3 2 2 1 0 "F#m #5 maj7 9 11" 10
6 2 3 2 2 1 2 "F#m #5 maj7 9 11 13" 15
6 3 1 0 0 0 0 "F# b5" 3
6 3 1 0 0 0 1 "F# b5 b13" 4
6 3 1 0 0 0 2 "F# b5 13" 3
6 3 1 0 0 1 0 "F# b5 11" 7
6 3 1 0 0 1 1 "F# b5 11 b13" 8
6 3 1 0 0 1 2 "F# b5 11 13" 7
6 3 1 0 1 0 0 "F# b5 b9" 5
6 3 1 0 1 0 1 "F# b5 b9 b13" 6
6 3 1 0 1 0 2 "F# b5 b9 13" 5
6 3 1 0 1 1 0 "F# b5 b9 11" 9
6 3 1 0 1 1 1 "F# b5 b9 11 b13" 10
6 3 1 0 1 1 2 "F# b5 b9 11 13" 9
6 3 1 0 2 0 0 "F# b5 9" 5
6 3 1 0 2 0 1 "F# b5 9 b13" 8
6 3 1 0 2 0 2 "F# b5 9 13" 5
6 3 1 0 2 1 0 "F# b5 9 11" 9
6 3 1 0 2 1 1 "F# b5 9 11 b13" 12
6 3 1 0 2 1 2 "F# b5 9 11 13" 9
6 3 1 0 3 0 0 "F# b5 #9" 5
6 3 1 0 3 0 1 "F# b5 #9 b13" 6
6 3 1 0 3 0 2 "F# b5 #9 13" 7
6 3 1 0 3 1 0 "F# b5 #9 11" 10
6 3 1 0 3 1 1 "F# b5 #9 11 b13" 11
6 3 1 0 3 1 2 "F# b5 #9 11 13" 12
6 3 1 1 0 0 0 "F# b5 7" 6
6 3 1 1 0 0 1 "F# b5 7 b13" 8
6 3 1 1 0 0 2 "F# b5 7 13" 8
6 3 1 1 0 1 0 "F# b5 7 11" 10
6 3 1 1 0 1 1 "F# b5 7 11 b13" 12
6 3 1 1 0 1 2 "F# b5 7 11 13" 12
6 3 1 1 1 0 0 "F# b5 7 b9" 8
6 3 1 1 1 0 1 "F# b5 7 b9 b13" 10
6 3 1 1 1 0 2 "F# b5 7 b9 13" 10
6 3 1 1 1 1 0 "F# b5 7 b9 11" 12
6 3 1 1 1 1 1 "F# b5 7 b9 11 b13" 14
6 3 1 1 1 1 2 "F# b5 7 b9 11 13" 14
6 3 1 1 2 0 0 "F# b5 7 9" 8
6 3 1 1 2 0 1 "F# b5 7 9 b13" 12
6 3 1 1 2 0 2 "F# b5 7 9 13" 10
6 3 1 1 2 1 0 "F# b5 7 9 11" 12
6 3 1 1 2 1 1 "F# b5 7 9 11 b13" 16
6 3 1 1 2 1 2 "F# b5 7 9 11 13" 14
6 3 1 1 3 0 0 "F# b5 7 #9" 8
6 3 1 1 3 0 1 "F# b5 7 #9 b13" 10
6 3 1 1 3 0 2 "F# b5 7 #9 13" 12
6 3 1 1 3 1 0 "F# b5 7 #9 11" 13
6 3 1 1 3 1 1 "F# b5 7 #9 11 b13" 15
6 3 1 1 3 1 2 "F# b5 7 #9 11 13" 17
6 3 1 2 0 0 0 "F# b5 maj7" 5
6 3 1 2 0 0 1 "F# b5 maj7 b13" 6
6 3 1 2 0 0 2 "F# b5 maj7 13" 6
6 3 1 2 0 1 0 "F# b5 maj7 11" 11
6 3 1 2 0 1 1 "F# b5 maj7 11 b13" 12
6 3 1 2 0 1 2 "F# b5 maj7 11 13" 12
6 3 1 2 1 0 0 "F# b5 maj7 b9" 8
6 3 1 2 1 0 1 "F# b5 maj7 b9 b13" 9
6 3 1 2 1 0 2 "F# b5 maj7 b9 13" 9
6 3 1 2 1 1 0 "F# b5 maj7 b9 11" 14
6 3 1 2 1 1 1 "F# b5 maj7 b9 11 b13" 15
6 3 1 2 1 1 2 "F# b5 maj7 b9 11 13" 15
6 3 1 2 2 0 0 "F# b5 maj7 9" 7
6 3 1 2 2 0 1 "F# b5 maj7 9 b13" 10
6 3 1 2 2 0 2 "F# b5 maj7 9 13" 8
6 3 1 2 2 1 0 "F# b5 maj7 9 11" 13
6 3 1 2 2 1 1 "F# b5 maj7 9 11 b13" 16
6 3 1 2 2 1 2 "F# b5 maj7 9 11 13" 14
6 3 1 2 3 0 0 "F# b5 maj7 #9" 7
6 3 1 2 3 0 1 "F# b5 maj7 #9 b13" 8
6 3 1 2 3 0 2 "F# b5 maj7 #9 13" 10
6 3 1 2 3 1 0 "F# b5 maj7 #9 11" 14
6 3 1 2 3 1 1 "F# b5 maj7 #9 11 b13" 15
6 3 1 2 3 1 2 "F# b5 maj7 #9 11 13" 17
6 3 2 0 0 0 0 F# 0
6 3 2 0 0 0 1 "F# b13" 2
6 3 2 0 0 0 2 "F# 13" 1
6 3 2 0 0 1 0 "F# 11" 3
6 3 2 0 0 1 1 "F# 11 b13" 5
6 3 2 0 0 1 2 "F# 11 13" 4
6 3 2 0 0 2 0 "F# #11" 5
6 3 2 0 0 2 1 "F# #11 b13" 8
6 3 2 0 0 2 2 "F# #11 13" 6
6 3 2 0 1 0 0 "F# b9" 4
6 3 2 0 1 0 1 "F# b9 b13" 6
6 3 2 0 1 0 2 "F# b9 13" 5
6 3 2 0 1 1 0 "F# b9 11" 7
6 3 2 0 1 1 1 "F# b9 11 b13" 9
6 3 2 0 1 1 2 "F# b9 11 13" 8
6 3 2 0 1 2 0 "F# b9 #11" 9
6 3 2 0 1 2 1 "F# b9 #11 b13" 12
6 3 2 0 1 2 2 "F# b9 #11 13" 10
6 3 2 0 2 0 0 "F# 9" 2
6 3 2 0 2 0 1 "F# 9 b13" 6
6 3 2 0 2 0 2 "F# 9 13" 3
6 3 2 0 2 1 0 "F# 9 11" 5
6 3 2 0 2 1 1 "F# 9 11 b13" 9
6 3 2 0 2 1 2 "F# 9 11 13" 6
6 3 2 0 2 2 0 "F# 9 #11" 7
6 3 2 0 2 2 1 "F# 9 #11 b13" 12
6 3 2 0 2 2 2 "F# 9 #11 13" 8
6 3 2 0 3 0 0 "F# #9" 2
6 3 2 0 3 0 1 "F# #9 b13" 4
6 3 2 0 3 0 2 "F# #9 13" 5
6 3 2 0 3 1 0 "F# #9 11" 6
6 3 2 0 3 1 1 "F# #9 11 b13" 8
6 3 2 0 3 1 2 "F# #9 11 13" 9
6 3 2 0 3 2 0 "F# #9 #11" 7
6 3 2 0 3 2 1 "F# #9 #11 b13" 10
6 3 2 0 3 2 2 "F# #9 #11 13" 10
6 3 2 1 0 0 0 "F# 7" 3
6 3 2 1 0 0 1 "F# 7 b13" 6
6 3 2 1 0 0 2 "F# 7 13" 6
6 3 2 1 0 1 0 "F# 7 11" 6
6 3 2 1 0 1 1 "F# 7 11 b13" 9
6 3 2 1 0 1 2 "F# 7 11 13" 9
6 3 2 1 0 2 0 "F# 7 #11" 8
6 3 2 1 0 2 1 "F# 7 #11 b13" 12
6 3 2 1 0 2 2 "F# 7 #11 13" 11
6 3 2 1 1 0 0 "F# 7 b9" 7
6 3 2 1 1 0 1 "F# 7 b9 b13" 10
6 3 2 1 1 0 2 "F# 7 b9 13" 10
6 3 2 1 1 1 0 "F# 7 b9 11" 10
6 3 2 1 1 1 1 "F# 7 b9 11 b13" 13
6 3 2 1 1 1 2 "F# 7 b9 11 13" 13
6 3 2 1 1 2 0 "F# 7 b9 #11" 12
6 3 2 1 1 2 1 "F# 7 b9 #11 b13" 16
6 3 2 1 1 2 2 "F# 7 b9 #11 13" 15
6 3 2 1 2 0 0 "F# 7 9" 5
6 3 2 1 2 0 1 "F# 7 9 b13" 10
6 3 2 1 2 0 2 "F# 7 9 13" 8
6 3 2 1 2 1 0 "F# 7 9 11" 8
6 3 2 1 2 1 1 "F# 7 9 11 b13" 13
6 3 2 1 2 1 2 "F# 7 9 11 13" 11
6 3 2 1 2 2 0 "F# 7 9 #11" 10
6 3 2 1 2 2 1 "F# 7 9 #11 b13" 16
6 3 2 1 2 2 2 "F# 7 9 #11 13" 13
6 3 2 1 3 0 0 "F# 7 #9" 5
6 3 2 1 3 0 1 "F# 7 #9 b13" 8
6 3 2 1 3 0 2 "F# 7 #9 13" 10
6 3 2 1 3 1 0 "F# 7 #9 11" 9
6 3 2 1 3 1 1 "F# 7 #9 11 b13" 12
6 3 2 1 3 1 2 "F# 7 #9 11 13" 14
6 3 2 1 3 2 0 "F# 7 #9 #11" 10
6 3 2 1 3 2 1 "F# 7 #9 #11 b13" 14
6 3 2 1 3 2 2 "F# 7 #9 #11 13" 15
6 3 2 2 0 0 0 "F# maj7" 2
6 3 2 2 0 0 1 "F# maj7 b13" 4
6 3 2 2 0 0 2 "F# maj7 13" 4
6 3 2 2 0 1 0 "F# maj7 11" 7
6 3 2 2 0 1 1 "F# maj7 11 b13" 9
6 3 2 2 0 1 2 "F# maj7 11 13" 9
6 3 2 2 0 2 0 "F# maj7 #11" 7
6 3 2 2 0 2 1 "F# maj7 #11 b13" 10
6 3 2 2 0 2 2 "F# maj7 #11 13" 9
6 3 2 2 1 0 0 "F# maj7 b9" 7
6 3 2 2 1 0 1 "F# maj7 b9 b13" 9
6 3 2 2 1 0 2 "F# maj7 b9 13" 9
6 3 2 2 1 1 0 "F# maj7 b9 11" 12
6 3 2 2 1 1 1 "F# maj7 b9 11 b13" 14
6 3 2 2 1 1 2 "F# maj7 b9 11 13" 14
6 3 2 2 1 2 0 "F# maj7 b9 #11" 12
6 3 2 2 1 2 1 "F# maj7 b9 #11 b13" 15
6 3 2 2 1 2 2 "F# maj7 b9 #11 13" 14
6 3 2 2 2 0 0 "F# maj7 9" 4
6 3 2 2 2 0 1 "F# maj7 9 b13" 8
6 3 2 2 2 0 2 "F# maj7 9 13" 6
6 3 2 2 2 1 0 "F# maj7 9 11" 9
6 3 2 2 2 1 1 "F# maj7 9 11 b13" 13
6 3 2 2 2 1 2 "F# maj7 9 11 13" 11
6 3 2 2 2 2 0 "F# maj7 9 #11" 9
6 3 2 2 2 2 1 "F# maj7 9 #11 b13" 14
6 3 2 2 2 2 2 "F# maj7 9 #11 13" 11
6 3 2 2 3 0 0 "F# maj7 #9" 4
6 3 2 2 3 0 1 "F# maj7 #9 b13" 6
6 3 2 2 3 0 2 "F# maj7 #9 13" 8
6 3 2 2 3 1 0 "F# maj7 #9 11" 10
6 3 2 2 3 1 1 "F# maj7 #9 11 b13" 12
6 3 2 2 3 1 2 "F# maj7 #9 11 13" 14
6 3 2 2 3 2 0 "F# maj7 #9 #11" 9
6 3 2 2 3 2 1 "F# maj7 #9 #11 b13" 12
6 3 2 2 3 2 2 "F# maj7 #9 #11 13" 13
6 3 3 0 0 0 0 "F# #5" 1
6 3 3 0 0 0 2 "F# #5 13" 3
6 3 3 0 0 1 0 "F# #5 11" 3
6 3 3 0 0 1 2 "F# #5 11 13" 5
6 3 3 0 1 0 0 "F# #5 b9" 3
6 3 3 0 1 0 2 "F# #5 b9 13" 5
6 3 3 0 1 1 0 "F# #5 b9 11" 5
6 3 3 0 1 1 2 "F# #5 b9 11 13" 7
6 3 3 0 2 0 0 "F# #5 9" 5
6 3 3 0 2 0 2 "F# #5 9 13" 7
6 3 3 0 2 1 0 "F# #5 9 11" 7
6 3 3 0 2 1 2 "F# #5 9 11 13" 9
6 3 3 0 3 0 0 "F# #5 #9" 3
6 3 3 0 3 0 2 "F# #5 #9 13" 7
6 3 3 0 3 1 0 "F# #5 #9 11" 6
6 3 3 0 3 1 2 "F# #5 #9 11 13" 10
6 3 3 1 0 0 0 "F# #5 7" 5
6 3 3 1 0 0 2 "F# #5 7 13" 9
6 3 3 1 0 1 0 "F# #5 7 11" 7
6 3 3 1 0 1 2 "F# #5 7 11 13" 11
6 3 3 1 1 0 0 "F# #5 7 b9" 7
6 3 3 1 1 0 2 "F# #5 7 b9 13" 11
6 3 3 1 1 1 0 "F# #5 7 b9 11" 9
6 3 3 1 1 1 2 "F# #5 7 b9 11 13" 13
6 3 3 1 2 0 0 "F# #5 7 9" 9
6 3 3 1 2 0 2 "F# #5 7 9 13" 13
6 3 3 1 2 1 0 "F# #5 7 9 11" 11
6 3 3 1 2 1 2 "F# #5 7 9 11 13" 15
6 3 3 1 3 0 0 "F# #5 7 #9" 7
6 3 3 1 3 0 2 "F# #5 7 #9 13" 13
6 3 3 1 3 1 0 "F# #5 7 #9 11" 10
6 3 3 1 3 1 2 "F# #5 7 #9 11 13" 16
6 3 3 2 0 0 0 "F# #5 maj7" 3
6 3 3 2 0 0 2 "F# #5 maj7 13" 6
6 3 3 2 0 1 0 "F# #5 maj7 11" 7
6 3 3 2 0 1 2 "F# #5 maj7 11 13" 10
6 3 3 2 1 0 0 "F# #5 maj7 b9" 6
6 3 3 2 1 0 2 "F# #5 maj7 b9 13" 9
6 3 3 2 1 1 0 "F# #5 maj7 b9 11" 10
6 3 3 2 1 1 2 "F# #5 maj7 b9 11 13" 13
6 3 3 2 2 0 0 "F# #5 maj7 9" 7
6 3 3 2 2 0 2 "F# #5 maj7 9 13" 10
6 3 3 2 2 1 0 "F# #5 maj7 9 11" 11
6 3 3 2 2 1 2 "F# #5 maj7 9 11 13" 14
6 3 3 2 3 0 0 "F# #5 maj7 #9" 5
6 3 3 2 3 0 2 "F# #5 maj7 #9 13" 10
6 3 3 2 3 1 0 "F# #5 maj7 #9 11" 10
6 3 3 2 3 1 2 "F# #5 maj7 #9 11 13" 15
6 4 1 0 0 0 0 "F#sus4 b5" 4
6 4 1 0 0 0 1 "F#sus4 b5 b13" 5
6 4 1 0 0 0 2 "F#sus4 b5 13" 4
6 4 1 0 1 0 0 "F#sus4 b5 b9" 6
6 4 1 0 1 0 1 "F#sus4 b5 b9 b13" 7
6 4 1 0 1 0 2 "F#sus4 b5 b9 13" 6
6 4 1 1 0 0 0 "F#sus4 b5 7" 5
6 4 1 1 0 0 1 "F#sus4 b5 7 b13" 7
6 4 1 1 0 0 2 "F#sus4 b5 7 13" 7
6 4 1 1 1 0 0 "F#sus4 b5 7 b9" 7
6 4 1 1 1 0 1 "F#sus4 b5 7 b9 b13" 9
6 4 1 1 1 0 2 "F#sus4 b5 7 b9 13" 9
6 4 1 2 0 0 0 "F#sus4 b5 maj7" 8
6 4 1 2 0 0 1 "F#sus4 b5 maj7 b13" 9
6 4 1 2 0 0 2 "F#sus4 b5 maj7 13" 9
6 4 1 2 1 0 0 "F#sus4 b5 maj7 b9" 11
6 4 1 2 1 0 1 "F#sus4 b5 maj7 b9 b13" 12
6 4 1 2 1 0 2 "F#sus4 b5 maj7 b9 13" 12
6 4 2 0 0 0 0 F#sus4 1
6 4 2 0 0 0 1 "F#sus4 b13" 3
6 4 2 0 0 0 2 "F#sus4 13" 2
6 4 2 0 0 2 0 "F#sus4 #11" 7
6 4 2 0 0 2 1 "F#sus4 #11 b13" 10
6 4 2 0 0 2 2 "F#sus4 #11 13" 8
6 4 2 0 1 0 0 "F#sus4 b9" 5
6 4 2 0 1 0 1 "F#sus4 b9 b13" 7
6 4 2 0 1 0 2 "F#sus4 b9 13" 6
6 4 2 0 1 2 0 "F#sus4 b9 #11" 11
6 4 2 0 1 2 1 "F#sus4 b9 #11 b13" 14
6 4 2 0 1 2 2 "F#sus4 b9 #11 13" 12
6 4 2 1 0 0 0 "F#sus4 7" 2
6 4 2 1 0 0 1 "F#sus4 7 b13" 5
6 4 2 1 0 0 2 "F#sus4 7 13" 5
6 4 2 1 0 2 0 "F#sus4 7 #11" 8
6 4 2 1 0 2 1 "F#sus4 7 #11 b13" 12
6 4 2 1 0 2 2 "F#sus4 7 #11 13" 11
6 4 2 1 1 0 0 "F#sus4 7 b9" 6
6 4 2 1 1 0 1 "F#sus4 7 b9 b13" 9
6 4 2 1 1 0 2 "F#sus4 7 b9 13" 9
6 4 2 1 1 2 0 "F#sus4 7 b9 #11" 12
6 4 2 1 1 2 1 "F#sus4 7 b9 #11 b13" 16
6 4 2 1 1 2 2 "F#sus4 7 b9 #11 13" 15
6 4 2 2 0 0 0 "F#sus4 maj7" 5
6 4 2 2 0 0 1 "F#sus4 maj7 b13" 7
6 4 2 2 0 0 2 "F#sus4 maj7 13" 7
6 4 2 2 0 2 0 "F#sus4 maj7 #11" 11
6 4 2 2 0 2 1 "F#sus4 maj7 #11 b13" 14
6 4 2 2 0 2 2 "F#sus4 maj7 #11 13" 13
6 4 2 2 1 0 0 "F#sus4 maj7 b9" 10
6 4 2 2 1 0 1 "F#sus4 maj7 b9 b13" 12
6 4 2 2 1 0 2 "F#sus4 maj7 b9 13" 12
6 4 2 2 1 2 0 "F#sus4 maj7 b9 #11" 16
6 4 2 2 1 2 1 "F#sus4 maj7 b9 #11 b13" 19
6 4 2 2 1 2 2 "F#sus4 maj7 b9 #11 13" 18
6 4 3 0 0 0 0 "F#sus4 #5" 0
6 4 3 0 0 0 2 "F#sus4 #5 13" 2
6 4 3 0 1 0 0 "F#sus4 #5 b9" 2
6 4 3 0 1 0 2 "F#sus4 #5 b9 13" 4
6 4 3 1 0 0 0 "F#sus4 #5 7" 2
6 4 3 1 0 0 2 "F#sus4 #5 7 13" 6
6 4 3 1 1 0 0 "F#sus4 #5 7 b9" 4
6 4 3 1 1 0 2 "F#sus4 #5 7 b9 13" 8
6 4 3 2 0 0 0 "F#sus4 #5 maj7" 4
6 4 3 2 0 0 2 "F#sus4 #5 maj7 13" 7
6 4 3 2 1 0 0 "F#sus4 #5 maj7 b9" 7
6 4 3 2 1 0 2 "F#sus4 #5 maj7 b9 13" 10
7 1 1 0 0 0 0 "Gsus2 b5" 3
7 1 1 0 0 0 1 "Gsus2 b5 b13" 6
7 1 1 0 0 0 2 "Gsus2 b5 13" 3
7 1 1 0 0 1 0 "Gsus2 b5 11" 5
7 1 1 0 0 1 1 "Gsus2 b5 11 b13" 8
7 1 1 0 0 1 2 "Gsus2 b5 11 13" 5
7 1 1 0 1 0 0 "Gsus2 b5 b9" 7
7 1 1 0 1 0 1 "Gsus2 b5 b9 b13" 10
7 1 1 0 1 0 2 "Gsus2 b5 b9 13" 7
7 1 1 0 1 1 0 "Gsus2 b5 b9 11" 9
7 1 1 0 1 1 1 "Gsus2 b5 b9 11 b13" 12
7 1 1 0 1 1 2 "Gsus2 b5 b9 11 13" 9
7 1 1 1 0 0 0 "Gsus2 b5 7" 4
7 1 1 1 0 0 1 "Gsus2 b5 7 b13" 8
7 1 1 1 0 0 2 "Gsus2 b5 7 13" 6
7 1 1 1 0 1 0 "Gsus2 b5 7 11" 6
7 1 1 1 0 1 1 "Gsus2 b5 7 11 b13" 10
7 1 1 1 0 1 2 "Gsus2 b5 7 11 13" 8
7 1 1 1 1 0 0 "Gsus2 b5 7 b9" 8
7 1 1 1 1 0 1 "Gsus2 b5 7 b9 b13" 12
7 1 1 1 1 0 2 "Gsus2 b5 7 b9 13" 10
7 1 1 1 1 1 0 "Gsus2 b5 7 b9 11" 10
7 1 1 1 1 1 1 "Gsus2 b5 7 b9 11 b13" 14
7 1 1 1 1 1 2 "Gsus2 b5 7 b9 11 13" 12
7 1 1 2 0 0 0 "Gsus2 b5 maj7" 5
7 1 1 2 0 0 1 "Gsus2 b5 maj7 b13" 8
7 1 1 2 0 0 2 "Gsus2 b5 maj7 13" 6
