root 3rd 5th 7th 9th 11th 13th name dissonance
3 1 1 0 1 1 2 "Ebsus2 b5 b9 11 13" 9
3 1 1 1 0 0 0 "Ebsus2 b5 7" 4
3 1 1 1 0 0 1 "Ebsus2 b5 7 b13" 8
3 1 1 1 0 0 2 "Ebsus2 b5 7 13" 6
3 1 1 1 0 1 0 "Ebsus2 b5 7 11" 6
3 1 1 1 0 1 1 "Ebsus2 b5 7 11 b13" 10
3 1 1 1 0 1 2 "Ebsus2 b5 7 11 13" 8
3 1 1 1 1 0 0 "Ebsus2 b5 7 b9" 8
3 1 1 1 1 0 1 "Ebsus2 b5 7 b9 b13" 12
3 1 1 1 1 0 2 "Ebsus2 b5 7 b9 13" 10
3 1 1 1 1 1 0 "Ebsus2 b5 7 b9 11" 10
3 1 1 1 1 1 1 "Ebsus2 b5 7 b9 11 b13" 14
3 1 1 1 1 1 2 "Ebsus2 b5 7 b9 11 13" 12
3 1 1 2 0 0 0 "Ebsus2 b5 maj7" 5
3 1 1 2 0 0 1 "Ebsus2 b5 maj7 b13" 8
3 1 1 2 0 0 2 "Ebsus2 b5 maj7 13" 6
3 1 1 2 0 1 0 "Ebsus2 b5 maj7 11" 9
3 1 1 2 0 1 1 "Ebsus2 b5 maj7 11 b13" 12
3 1 1 2 0 1 2 "Ebsus2 b5 maj7 11 13" 10
3 1 1 2 1 0 0 "Ebsus2 b5 maj7 b9" 10
3 1 1 2 1 0 1 "Ebsus2 b5 maj7 b9 b13" 13
3 1 1 2 1 0 2 "Ebsus2 b5 maj7 b9 13" 11
3 1 1 2 1 1 0 "Ebsus2 b5 maj7 b9 11" 14
3 1 1 2 1 1 1 "Ebsus2 b5 maj7 b9 11 b13" 17
3 1 1 2 1 1 2 "Ebsus2 b5 maj7 b9 11 13" 15
3 1 2 0 0 0 0 Ebsus2 1
3 1 2 0 0 0 1 "Ebsus2 b13" 5
3 1 2 0 0 0 2 "Ebsus2 13" 2
3 1 2 0 0 1 0 "Ebsus2 11" 2
3 1 2 0 0 1 1 "Ebsus2 11 b13" 6
3 1 2 0 0 1 2 "Ebsus2 11 13" 3
3 1 2 0 0 2 0 "Ebsus2 #11" 5
3 1 2 0 0 2 1 "Ebsus2 #11 b13" 10
3 1 2 0 0 2 2 "Ebsus2 #11 13" 6
3 1 2 0 1 0 0 "Ebsus2 b9" 7
3 1 2 0 1 0 1 "Ebsus2 b9 b13" 11
3 1 2 0 1 0 2 "Ebsus2 b9 13" 8
3 1 2 0 1 1 0 "Ebsus2 b9 11" 8
3 1 2 0 1 1 1 "Ebsus2 b9 11 b13" 12
3 1 2 0 1 1 2 "Ebsus2 b9 11 13" 9
3 1 2 0 1 2 0 "Ebsus2 b9 #11" 11
3 1 2 0 1 2 1 "Ebsus2 b9 #11 b13" 16
3 1 2 0 1 2 2 "Ebsus2 b9 #11 13" 12
3 1 2 1 0 0 0 "Ebsus2 7" 2
3 1 2 1 0 0 1 "Ebsus2 7 b13" 7
3 1 2 1 0 0 2 "Ebsus2 7 13" 5
3 1 2 1 0 1 0 "Ebsus2 7 11" 3
3 1 2 1 0 1 1 "Ebsus2 7 11 b13" 8
3 1 2 1 0 1 2 "Ebsus2 7 11 13" 6
3 1 2 1 0 2 0 "Ebsus2 7 #11" 6
3 1 2 1 0 2 1 "Ebsus2 7 #11 b13" 12
3 1 2 1 0 2 2 "Ebsus2 7 #11 13" 9
3 1 2 1 1 0 0 "Ebsus2 7 b9" 8
3 1 2 1 1 0 1 "Ebsus2 7 b9 b13" 13
3 1 2 1 1 0 2 "Ebsus2 7 b9 13" 11
3 1 2 1 1 1 0 "Ebsus2 7 b9 11" 9
3 1 2 1 1 1 1 "Ebsus2 7 b9 11 b13" 14
3 1 2 1 1 1 2 "Ebsus2 7 b9 11 13" 12
3 1 2 1 1 2 0 "Ebsus2 7 b9 #11" 12
3 1 2 1 1 2 1 "Ebsus2 7 b9 #11 b13" 18
3 1 2 1 1 2 2 "Ebsus2 7 b9 #11 13" 15
3 1 2 2 0 0 0 "Ebsus2 maj7" 3
3 1 2 2 0 0 1 "Ebsus2 maj7 b13" 7
3 1 2 2 0 0 2 "Ebsus2 maj7 13" 5
3 1 2 2 0 1 0 "Ebsus2 maj7 11" 6
3 1 2 2 0 1 1 "Ebsus2 maj7 11 b13" 10
3 1 2 2 0 1 2 "Ebsus2 maj7 11 13" 8
3 1 2 2 0 2 0 "Ebsus2 maj7 #11" 7
3 1 2 2 0 2 1 "Ebsus2 maj7 #11 b13" 12
3 1 2 2 0 2 2 "Ebsus2 maj7 #11 13" 9
3 1 2 2 1 0 0 "Ebsus2 maj7 b9" 10
3 1 2 2 1 0 1 "Ebsus2 maj7 b9 b13" 14
3 1 2 2 1 0 2 "Ebsus2 maj7 b9 13" 12
3 1 2 2 1 1 0 "Ebsus2 maj7 b9 11" 13
3 1 2 2 1 1 1 "Ebsus2 maj7 b9 11 b13" 17
3 1 2 2 1 1 2 "Ebsus2 maj7 b9 11 13" 15
3 1 2 2 1 2 0 "Ebsus2 maj7 b9 #11" 14
3 1 2 2 1 2 1 "Ebsus2 maj7 b9 #11 b13" 19
3 1 2 2 1 2 2 "Ebsus2 maj7 b9 #11 13" 16
3 1 3 0 0 0 0 "Ebsus2 #5" 3
3 1 3 0 0 0 2 "Ebsus2 #5 13" 5
3 1 3 0 0 1 0 "Ebsus2 #5 11" 3
3 1 3 0 0 1 2 "Ebsus2 #5 11 13" 5
3 1 3 0 1 0 0 "Ebsus2 #5 b9" 7
3 1 3 0 1 0 2 "Ebsus2 #5 b9 13" 9
3 1 3 0 1 1 0 "Ebsus2 #5 b9 11" 7
3 1 3 0 1 1 2 "Ebsus2 #5 b9 11 13" 9
3 1 3 1 0 0 0 "Ebsus2 #5 7" 5
3 1 3 1 0 0 2 "Ebsus2 #5 7 13" 9
3 1 3 1 0 1 0 "Ebsus2 #5 7 11" 5
3 1 3 1 0 1 2 "Ebsus2 #5 7 11 13" 9
3 1 3 1 1 0 0 "Ebsus2 #5 7 b9" 9
3 1 3 1 1 0 2 "Ebsus2 #5 7 b9 13" 13
3 1 3 1 1 1 0 "Ebsus2 #5 7 b9 11" 9
3 1 3 1 1 1 2 "Ebsus2 #5 7 b9 11 13" 13
3 1 3 2 0 0 0 "Ebsus2 #5 maj7" 5
3 1 3 2 0 0 2 "Ebsus2 #5 maj7 13" 8
3 1 3 2 0 1 0 "Ebsus2 #5 maj7 11" 7
3 1 3 2 0 1 2 "Ebsus2 #5 maj7 11 13" 10
3 1 3 2 1 0 0 "Ebsus2 #5 maj7 b9" 10
3 1 3 2 1 0 2 "Ebsus2 #5 maj7 b9 13" 13
3 1 3 2 1 1 0 "Ebsus2 #5 maj7 b9 11" 12
3 1 3 2 1 1 2 "Ebsus2 #5 maj7 b9 11 13" 15
3 2 1 0 0 0 0 "Ebm b5" 2
3 2 1 0 0 0 1 "Ebm b5 b13" 3
3 2 1 0 0 0 2 "Ebm b5 13" 4
3 2 1 0 0 1 0 "Ebm b5 11" 5
3 2 1 0 0 1 1 "Ebm b5 11 b13" 6
3 2 1 0 0 1 2 "Ebm b5 11 13" 7
3 2 1 0 1 0 0 "Ebm b5 b9" 5
3 2 1 0 1 0 1 "Ebm b5 b9 b13" 6
3 2 1 0 1 0 2 "Ebm b5 b9 13" 7
3 2 1 0 1 1 0 "Ebm b5 b9 11" 8
3 2 1 0 1 1 1 "Ebm b5 b9 11 b13" 9
3 2 1 0 1 1 2 "Ebm b5 b9 11 13" 10
3 2 1 0 2 0 0 "Ebm b5 9" 5
3 2 1 0 2 0 1 "Ebm b5 9 b13" 8
3 2 1 0 2 0 2 "Ebm b5 9 13" 7
3 2 1 0 2 1 0 "Ebm b5 9 11" 8
3 2 1 0 2 1 1 "Ebm b5 9 11 b13" 11
3 2 1 0 2 1 2 "Ebm b5 9 11 13" 10
3 2 1 1 0 0 0 "Ebm b5 7" 3
3 2 1 1 0 0 1 "Ebm b5 7 b13" 5
3 2 1 1 0 0 2 "Ebm b5 7 13" 7
3 2 1 1 0 1 0 "Ebm b5 7 11" 6
3 2 1 1 0 1 1 "Ebm b5 7 11 b13" 8
3 2 1 1 0 1 2 "Ebm b5 7 11 13" 10
3 2 1 1 1 0 0 "Ebm b5 7 b9" 6
3 2 1 1 1 0 1 "Ebm b5 7 b9 b13" 8
3 2 1 1 1 0 2 "Ebm b5 7 b9 13" 10
3 2 1 1 1 1 0 "Ebm b5 7 b9 11" 9
3 2 1 1 1 1 1 "Ebm b5 7 b9 11 b13" 11
3 2 1 1 1 1 2 "Ebm b5 7 b9 11 13" 13
3 2 1 1 2 0 0 "Ebm b5 7 9" 6
3 2 1 1 2 0 1 "Ebm b5 7 9 b13" 10
3 2 1 1 2 0 2 "Ebm b5 7 9 13" 10
3 2 1 1 2 1 0 "Ebm b5 7 9 11" 9
3 2 1 1 2 1 1 "Ebm b5 7 9 11 b13" 13
3 2 1 1 2 1 2 "Ebm b5 7 9 11 13" 13
3 2 1 2 0 0 0 "Ebm b5 maj7" 4
3 2 1 2 0 0 1 "Ebm b5 maj7 b13" 5
3 2 1 2 0 0 2 "Ebm b5 maj7 13" 7
3 2 1 2 0 1 0 "Ebm b5 maj7 11" 9
3 2 1 2 0 1 1 "Ebm b5 maj7 11 b13" 10
3 2 1 2 0 1 2 "Ebm b5 maj7 11 13" 12
3 2 1 2 1 0 0 "Ebm b5 maj7 b9" 8
3 2 1 2 1 0 1 "Ebm b5 maj7 b9 b13" 9
3 2 1 2 1 0 2 "Ebm b5 maj7 b9 13" 11
3 2 1 2 1 1 0 "Ebm b5 maj7 b9 11" 13
3 2 1 2 1 1 1 "Ebm b5 maj7 b9 11 b13" 14
3 2 1 2 1 1 2 "Ebm b5 maj7 b9 11 13" 16
3 2 1 2 2 0 0 "Ebm b5 maj7 9" 7
3 2 1 2 2 0 1 "Ebm b5 maj7 9 b13" 10
3 2 1 2 2 0 2 "Ebm b5 maj7 9 13" 10
3 2 1 2 2 1 0 "Ebm b5 maj7 9 11" 12
3 2 1 2 2 1 1 "Ebm b5 maj7 9 11 b13" 15
3 2 1 2 2 1 2 "Ebm b5 maj7 9 11 13" 15
3 2 2 0 0 0 0 Ebm 0
3 2 2 0 0 0 1 "Ebm b13" 2
3 2 2 0 0 0 2 "Ebm 13" 3
3 2 2 0 0 1 0 "Ebm 11" 2
3 2 2 0 0 1 1 "Ebm 11 b13" 4
3 2 2 0 0 1 2 "Ebm 11 13" 5
3 2 2 0 0 2 0 "Ebm #11" 4
3 2 2 0 0 2 1 "Ebm #11 b13" 7
3 2 2 0 0 2 2 "Ebm #11 13" 7
3 2 2 0 1 0 0 "Ebm b9" 5
3 2 2 0 1 0 1 "Ebm b9 b13" 7
3 2 2 0 1 0 2 "Ebm b9 13" 8
3 2 2 0 1 1 0 "Ebm b9 11" 7
3 2 2 0 1 1 1 "Ebm b9 11 b13" 9
3 2 2 0 1 1 2 "Ebm b9 11 13" 10
3 2 2 0 1 2 0 "Ebm b9 #11" 9
3 2 2 0 1 2 1 "Ebm b9 #11 b13" 12
3 2 2 0 1 2 2 "Ebm b9 #11 13" 12
3 2 2 0 2 0 0 "Ebm 9" 3
3 2 2 0 2 0 1 "Ebm 9 b13" 7
3 2 2 0 2 0 2 "Ebm 9 13" 6
3 2 2 0 2 1 0 "Ebm 9 11" 5
3 2 2 0 2 1 1 "Ebm 9 11 b13" 9
3 2 2 0 2 1 2 "Ebm 9 11 13" 8
3 2 2 0 2 2 0 "Ebm 9 #11" 7
3 2 2 0 2 2 1 "Ebm 9 #11 b13" 12
3 2 2 0 2 2 2 "Ebm 9 #11 13" 10
3 2 2 1 0 0 0 "Ebm 7" 1
3 2 2 1 0 0 1 "Ebm 7 b13" 4
3 2 2 1 0 0 2 "Ebm 7 13" 6
3 2 2 1 0 1 0 "Ebm 7 11" 3
3 2 2 1 0 1 1 "Ebm 7 11 b13" 6
3 2 2 1 0 1 2 "Ebm 7 11 13" 8
3 2 2 1 0 2 0 "Ebm 7 #11" 5
3 2 2 1 0 2 1 "Ebm 7 #11 b13" 9
3 2 2 1 0 2 2 "Ebm 7 #11 13" 10
3 2 2 1 1 0 0 "Ebm 7 b9" 6
3 2 2 1 1 0 1 "Ebm 7 b9 b13" 9
3 2 2 1 1 0 2 "Ebm 7 b9 13" 11
3 2 2 1 1 1 0 "Ebm 7 b9 11" 8
3 2 2 1 1 1 1 "Ebm 7 b9 11 b13" 11
3 2 2 1 1 1 2 "Ebm 7 b9 11 13" 13
3 2 2 1 1 2 0 "Ebm 7 b9 #11" 10
3 2 2 1 1 2 1 "Ebm 7 b9 #11 b13" 14
3 2 2 1 1 2 2 "Ebm 7 b9 #11 13" 15
3 2 2 1 2 0 0 "Ebm 7 9" 4
3 2 2 1 2 0 1 "Ebm 7 9 b13" 9
3 2 2 1 2 0 2 "Ebm 7 9 13" 9
3 2 2 1 2 1 0 "Ebm 7 9 11" 6
3 2 2 1 2 1 1 "Ebm 7 9 11 b13" 11
3 2 2 1 2 1 2 "Ebm 7 9 11 13" 11
3 2 2 1 2 2 0 "Ebm 7 9 #11" 8
3 2 2 1 2 2 1 "Ebm 7 9 #11 b13" 14
3 2 2 1 2 2 2 "Ebm 7 9 #11 13" 13
3 2 2 2 0 0 0 "Ebm maj7" 2
3 2 2 2 0 0 1 "Ebm maj7 b13" 4
3 2 2 2 0 0 2 "Ebm maj7 13" 6
3 2 2 2 0 1 0 "Ebm maj7 11" 6
3 2 2 2 0 1 1 "Ebm maj7 11 b13" 8
3 2 2 2 0 1 2 "Ebm maj7 11 13" 10
3 2 2 2 0 2 0 "Ebm maj7 #11" 6
3 2 2 2 0 2 1 "Ebm maj7 #11 b13" 9
3 2 2 2 0 2 2 "Ebm maj7 #11 13" 10
3 2 2 2 1 0 0 "Ebm maj7 b9" 8
3 2 2 2 1 0 1 "Ebm maj7 b9 b13" 10
3 2 2 2 1 0 2 "Ebm maj7 b9 13" 12
3 2 2 2 1 1 0 "Ebm maj7 b9 11" 12
3 2 2 2 1 1 1 "Ebm maj7 b9 11 b13" 14
3 2 2 2 1 1 2 "Ebm maj7 b9 11 13" 16
3 2 2 2 1 2 0 "Ebm maj7 b9 #11" 12
3 2 2 2 1 2 1 "Ebm maj7 b9 #11 b13" 15
3 2 2 2 1 2 2 "Ebm maj7 b9 #11 13" 16
3 2 2 2 2 0 0 "Ebm maj7 9" 5
3 2 2 2 2 0 1 "Ebm maj7 9 b13" 9
3 2 2 2 2 0 2 "Ebm maj7 9 13" 9
3 2 2 2 2 1 0 "Ebm maj7 9 11" 9
3 2 2 2 2 1 1 "Ebm maj7 9 11 b13" 13
3 2 2 2 2 1 2 "Ebm maj7 9 11 13" 13
3 2 2 2 2 2 0 "Ebm maj7 9 #11" 9
3 2 2 2 2 2 1 "Ebm maj7 9 #11 b13" 14
3 2 2 2 2 2 2 "Ebm maj7 9 #11 13" 13
3 2 3 0 0 0 0 "Ebm #5" 0
3 2 3 0 0 0 2 "Ebm #5 13" 4
3 2 3 0 0 1 0 "Ebm #5 11" 1
3 2 3 0 0 1 2 "Ebm #5 11 13" 5
3 2 3 0 1 0 0 "Ebm #5 b9" 3
3 2 3 0 1 0 2 "Ebm #5 b9 13" 7
3 2 3 0 1 1 0 "Ebm #5 b9 11" 4
3 2 3 0 1 1 2 "Ebm #5 b9 11 13" 8
3 2 3 0 2 0 0 "Ebm #5 9" 5
3 2 3 0 2 0 2 "Ebm #5 9 13" 9
3 2 3 0 2 1 0 "Ebm #5 9 11" 6
3 2 3 0 2 1 2 "Ebm #5 9 11 13" 10
3 2 3 1 0 0 0 "Ebm #5 7" 2
3 2 3 1 0 0 2 "Ebm #5 7 13" 8
3 2 3 1 0 1 0 "Ebm #5 7 11" 3
3 2 3 1 0 1 2 "Ebm #5 7 11 13" 9
3 2 3 1 1 0 0 "Ebm #5 7 b9" 5
3 2 3 1 1 0 2 "Ebm #5 7 b9 13" 11
3 2 3 1 1 1 0 "Ebm #5 7 b9 11" 6
3 2 3 1 1 1 2 "Ebm #5 7 b9 11 13" 12
3 2 3 1 2 0 0 "Ebm #5 7 9" 7
3 2 3 1 2 0 2 "Ebm #5 7 9 13" 13
3 2 3 1 2 1 0 "Ebm #5 7 9 11" 8
3 2 3 1 2 1 2 "Ebm #5 7 9 11 13" 14
3 2 3 2 0 0 0 "Ebm #5 maj7" 2
3 2 3 2 0 0 2 "Ebm #5 maj7 13" 7
3 2 3 2 0 1 0 "Ebm #5 maj7 11" 5
3 2 3 2 0 1 2 "Ebm #5 maj7 11 13" 10
3 2 3 2 1 0 0 "Ebm #5 maj7 b9" 6
3 2 3 2 1 0 2 "Ebm #5 maj7 b9 13" 11
3 2 3 2 1 1 0 "Ebm #5 maj7 b9 11" 9
3 2 3 2 1 1 2 "Ebm #5 maj7 b9 11 13" 14
3 2 3 2 2 0 0 "Ebm #5 maj7 9" 7
3 2 3 2 2 0 2 "Ebm #5 maj7 9 13" 12
3 2 3 2 2 1 0 "Ebm #5 maj7 9 11" 10
3 2 3 2 2 1 2 "Ebm #5 maj7 9 11 13" 15
3 3 1 0 0 0 0 "Eb b5" 3
3 3 1 0 0 0 1 "Eb b5 b13" 4
3 3 1 0 0 0 2 "Eb b5 13" 3
3 3 1 0 0 1 0 "Eb b5 11" 7
3 3 1 0 0 1 1 "Eb b5 11 b13" 8
3 3 1 0 0 1 2 "Eb b5 11 13" 7
3 3 1 0 1 0 0 "Eb b5 b9" 5
3 3 1 0 1 0 1 "Eb b5 b9 b13" 6
3 3 1 0 1 0 2 "Eb b5 b9 13" 5
3 3 1 0 1 1 0 "Eb b5 b9 11" 9
3 3 1 0 1 1 1 "Eb b5 b9 11 b13" 10
3 3 1 0 1 1 2 "Eb b5 b9 11 13" 9
3 3 1 0 2 0 0 "Eb b5 9" 5
3 3 1 0 2 0 1 "Eb b5 9 b13" 8
3 3 1 0 2 0 2 "Eb b5 9 13" 5
3 3 1 0 2 1 0 "Eb b5 9 11" 9
3 3 1 0 2 1 1 "Eb b5 9 11 b13" 12
3 3 1 0 2 1 2 "Eb b5 9 11 13" 9
3 3 1 0 3 0 0 "Eb b5 #9" 5
3 3 1 0 3 0 1 "Eb b5 #9 b13" 6
3 3 1 0 3 0 2 "Eb b5 #9 13" 7
3 3 1 0 3 1 0 "Eb b5 #9 11" 10
3 3 1 0 3 1 1 "Eb b5 #9 11 b13" 11
3 3 1 0 3 1 2 "Eb b5 #9 11 13" 12
3 3 1 1 0 0 0 "Eb b5 7" 6
3 3 1 1 0 0 1 "Eb b5 7 b13" 8
3 3 1 1 0 0 2 "Eb b5 7 13" 8
3 3 1 1 0 1 0 "Eb b5 7 11" 10
3 3 1 1 0 1 1 "Eb b5 7 11 b13" 12
3 3 1 1 0 1 2 "Eb b5 7 11 13" 12
3 3 1 1 1 0 0 "Eb b5 7 b9" 8
3 3 1 1 1 0 1 "Eb b5 7 b9 b13" 10
3 3 1 1 1 0 2 "Eb b5 7 b9 13" 10
3 3 1 1 1 1 0 "Eb b5 7 b9 11" 12
3 3 1 1 1 1 1 "Eb b5 7 b9 11 b13" 14
3 3 1 1 1 1 2 "Eb b5 7 b9 11 13" 14
3 3 1 1 2 0 0 "Eb b5 7 9" 8
3 3 1 1 2 0 1 "Eb b5 7 9 b13" 12
3 3 1 1 2 0 2 "Eb b5 7 9 13" 10
3 3 1 1 2 1 0 "Eb b5 7 9 11" 12
3 3 1 1 2 1 1 "Eb b5 7 9 11 b13" 16
3 3 1 1 2 1 2 "Eb b5 7 9 11 13" 14
3 3 1 1 3 0 0 "Eb b5 7 #9" 8
3 3 1 1 3 0 1 "Eb b5 7 #9 b13" 10
3 3 1 1 3 0 2 "Eb b5 7 #9 13" 12
3 3 1 1 3 1 0 "Eb b5 7 #9 11" 13
3 3 1 1 3 1 1 "Eb b5 7 #9 11 b13" 15
3 3 1 1 3 1 2 "Eb b5 7 #9 11 13" 17
3 3 1 2 0 0 0 "Eb b5 maj7" 5
3 3 1 2 0 0 1 "Eb b5 maj7 b13" 6
3 3 1 2 0 0 2 "Eb b5 maj7 13" 6
3 3 1 2 0 1 0 "Eb b5 maj7 11" 11
3 3 1 2 0 1 1 "Eb b5 maj7 11 b13" 12
3 3 1 2 0 1 2 "Eb b5 maj7 11 13" 12
3 3 1 2 1 0 0 "Eb b5 maj7 b9" 8
3 3 1 2 1 0 1 "Eb b5 maj7 b9 b13" 9
3 3 1 2 1 0 2 "Eb b5 maj7 b9 13" 9
3 3 1 2 1 1 0 "Eb b5 maj7 b9 11" 14
3 3 1 2 1 1 1 "Eb b5 maj7 b9 11 b13" 15
3 3 1 2 1 1 2 "Eb b5 maj7 b9 11 13" 15
3 3 1 2 2 0 0 "Eb b5 maj7 9" 7
3 3 1 2 2 0 1 "Eb b5 maj7 9 b13" 10
3 3 1 2 2 0 2 "Eb b5 maj7 9 13" 8
3 3 1 2 2 1 0 "Eb b5 maj7 9 11" 13
3 3 1 2 2 1 1 "Eb b5 maj7 9 11 b13" 16
3 3 1 2 2 1 2 "Eb b5 maj7 9 11 13" 14
3 3 1 2 3 0 0 "Eb b5 maj7 #9" 7
3 3 1 2 3 0 1 "Eb b5 maj7 #9 b13" 8
3 3 1 2 3 0 2 "Eb b5 maj7 #9 13" 10
3 3 1 2 3 1 0 "Eb b5 maj7 #9 11" 14
3 3 1 2 3 1 1 "Eb b5 maj7 #9 11 b13" 15
3 3 1 2 3 1 2 "Eb b5 maj7 #9 11 13" 17
3 3 2 0 0 0 0 Eb 0
3 3 2 0 0 0 1 "Eb b13" 2
3 3 2 0 0 0 2 "Eb 13" 1
3 3 2 0 0 1 0 "Eb 11" 3
3 3 2 0 0 1 1 "Eb 11 b13" 5
3 3 2 0 0 1 2 "Eb 11 13" 4
3 3 2 0 0 2 0 "Eb #11" 5
3 3 2 0 0 2 1 "Eb #11 b13" 8
3 3 2 0 0 2 2 "Eb #11 13" 6
3 3 2 0 1 0 0 "Eb b9" 4
3 3 2 0 1 0 1 "Eb b9 b13" 6
3 3 2 0 1 0 2 "Eb b9 13" 5
3 3 2 0 1 1 0 "Eb b9 11" 7
3 3 2 0 1 1 1 "Eb b9 11 b13" 9
3 3 2 0 1 1 2 "Eb b9 11 13" 8
3 3 2 0 1 2 0 "Eb b9 #11" 9
3 3 2 0 1 2 1 "Eb b9 #11 b13" 12
3 3 2 0 1 2 2 "Eb b9 #11 13" 10
3 3 2 0 2 0 0 "Eb 9" 2
3 3 2 0 2 0 1 "Eb 9 b13" 6
3 3 2 0 2 0 2 "Eb 9 13" 3
3 3 2 0 2 1 0 "Eb 9 11" 5
3 3 2 0 2 1 1 "Eb 9 11 b13" 9
3 3 2 0 2 1 2 "Eb 9 11 13" 6
3 3 2 0 2 2 0 "Eb 9 #11" 7
3 3 2 0 2 2 1 "Eb 9 #11 b13" 12
3 3 2 0 2 2 2 "Eb 9 #11 13" 8
3 3 2 0 3 0 0 "Eb #9" 2
3 3 2 0 3 0 1 "Eb #9 b13" 4
3 3 2 0 3 0 2 "Eb #9 13" 5
3 3 2 0 3 1 0 "Eb #9 11" 6
3 3 2 0 3 1 1 "Eb #9 11 b13" 8
3 3 2 0 3 1 2 "Eb #9 11 13" 9
3 3 2 0 3 2 0 "Eb #9 #11" 7
3 3 2 0 3 2 1 "Eb #9 #11 b13" 10
3 3 2 0 3 2 2 "Eb #9 #11 13" 10
3 3 2 1 0 0 0 "Eb 7" 3
3 3 2 1 0 0 1 "Eb 7 b13" 6
3 3 2 1 0 0 2 "Eb 7 13" 6
3 3 2 1 0 1 0 "Eb 7 11" 6
3 3 2 1 0 1 1 "Eb 7 11 b13" 9
3 3 2 1 0 1 2 "Eb 7 11 13" 9
3 3 2 1 0 2 0 "Eb 7 #11" 8
3 3 2 1 0 2 1 "Eb 7 #11 b13" 12
3 3 2 1 0 2 2 "Eb 7 #11 13" 11
3 3 2 1 1 0 0 "Eb 7 b9" 7
3 3 2 1 1 0 1 "Eb 7 b9 b13" 10
3 3 2 1 1 0 2 "Eb 7 b9 13" 10
3 3 2 1 1 1 0 "Eb 7 b9 11" 10
3 3 2 1 1 1 1 "Eb 7 b9 11 b13" 13
3 3 2 1 1 1 2 "Eb 7 b9 11 13" 13
3 3 2 1 1 2 0 "Eb 7 b9 #11" 12
3 3 2 1 1 2 1 "Eb 7 b9 #11 b13" 16
3 3 2 1 1 2 2 "Eb 7 b9 #11 13" 15
3 3 2 1 2 0 0 "Eb 7 9" 5
3 3 2 1 2 0 1 "Eb 7 9 b13" 10
3 3 2 1 2 0 2 "Eb 7 9 13" 8
3 3 2 1 2 1 0 "Eb 7 9 11" 8
3 3 2 1 2 1 1 "Eb 7 9 11 b13" 13
3 3 2 1 2 1 2 "Eb 7 9 11 13" 11
3 3 2 1 2 2 0 "Eb 7 9 #11" 10
3 3 2 1 2 2 1 "Eb 7 9 #11 b13" 16
3 3 2 1 2 2 2 "Eb 7 9 #11 13" 13
3 3 2 1 3 0 0 "Eb 7 #9" 5
3 3 2 1 3 0 1 "Eb 7 #9 b13" 8
3 3 2 1 3 0 2 "Eb 7 #9 13" 10
3 3 2 1 3 1 0 "Eb 7 #9 11" 9
3 3 2 1 3 1 1 "Eb 7 #9 11 b13" 12
3 3 2 1 3 1 2 "Eb 7 #9 11 13" 14
3 3 2 1 3 2 0 "Eb 7 #9 #11" 10
3 3 2 1 3 2 1 "Eb 7 #9 #11 b13" 14
3 3 2 1 3 2 2 "Eb 7 #9 #11 13" 15
3 3 2 2 0 0 0 "Eb maj7" 2
3 3 2 2 0 0 1 "Eb maj7 b13" 4
3 3 2 2 0 0 2 "Eb maj7 13" 4
3 3 2 2 0 1 0 "Eb maj7 11" 7
3 3 2 2 0 1 1 "Eb maj7 11 b13" 9
3 3 2 2 0 1 2 "Eb maj7 11 13" 9
3 3 2 2 0 2 0 "Eb maj7 #11" 7
3 3 2 2 0 2 1 "Eb maj7 #11 b13" 10
3 3 2 2 0 2 2 "Eb maj7 #11 13" 9
3 3 2 2 1 0 0 "Eb maj7 b9" 7
3 3 2 2 1 0 1 "Eb maj7 b9 b13" 9
3 3 2 2 1 0 2 "Eb maj7 b9 13" 9
3 3 2 2 1 1 0 "Eb maj7 b9 11" 12
3 3 2 2 1 1 1 "Eb maj7 b9 11 b13" 14
3 3 2 2 1 1 2 "Eb maj7 b9 11 13" 14
3 3 2 2 1 2 0 "Eb maj7 b9 #11" 12
3 3 2 2 1 2 1 "Eb maj7 b9 #11 b13" 15
3 3 2 2 1 2 2 "Eb maj7 b9 #11 13" 14
3 3 2 2 2 0 0 "Eb maj7 9" 4
3 3 2 2 2 0 1 "Eb maj7 9 b13" 8
3 3 2 2 2 0 2 "Eb maj7 9 13" 6
3 3 2 2 2 1 0 "Eb maj7 9 11" 9
3 3 2 2 2 1 1 "Eb maj7 9 11 b13" 13
3 3 2 2 2 1 2 "Eb maj7 9 11 13" 11
3 3 2 2 2 2 0 "Eb maj7 9 #11" 9
3 3 2 2 2 2 1 "Eb maj7 9 #11 b13" 14
3 3 2 2 2 2 2 "Eb maj7 9 #11 13" 11
3 3 2 2 3 0 0 "Eb maj7 #9" 4
3 3 2 2 3 0 1 "Eb maj7 #9 b13" 6
3 3 2 2 3 0 2 "Eb maj7 #9 13" 8
3 3 2 2 3 1 0 "Eb maj7 #9 11" 10
3 3 2 2 3 1 1 "Eb maj7 #9 11 b13" 12
3 3 2 2 3 1 2 "Eb maj7 #9 11 13" 14
3 3 2 2 3 2 0 "Eb maj7 #9 #11" 9
3 3 2 2 3 2 1 "Eb maj7 #9 #11 b13" 12
3 3 2 2 3 2 2 "Eb maj7 #9 #11 13" 13
3 3 3 0 0 0 0 "Eb #5" 1
3 3 3 0 0 0 2 "Eb #5 13" 3
